Value	Feature_ID	Language_ID	Comment	Loan	Cognate Set	Reference
tutuk	348.0	rett1240				
tutuk	349.0	rett1240				
hur	351.0	rett1240				
te	352.0	rett1240				
(gan) taa kuta	353.0	rett1240	‘sleep soundly’			
mate	354.0	rett1240				
gohi mate	355.0	rett1240				
vela	356.0	rett1240				
(val) gavila	357.0	rett1240				
miha	358.0	rett1240				
mate	359.0	rett1240				
lamal	360.0	rett1240				
ʔehi	361.0	rett1240				
bala	363.0	rett1240				
lila	364.0	rett1240				
múgu	365.0	rett1240				
titei	366.0	rett1240	e.g. pohon yang dipotong.			
ga-mugu-hela	367.0	rett1240				
(jial) na	368.0	rett1240				
ilkede	369.0	rett1240				
iladoa	370.0	rett1240				
inuɓa	371.0	rett1240				
arwatta	372.0	rett1240				
apétal	373.0	rett1240				
hupaŋ	374.0	rett1240				
amina	376.0	rett1240				
magenaŋ	377.0	rett1240				
doro	378.0	rett1240				
ma	379.0	rett1240				
agala	380.0	rett1240				
kou	381.0	rett1240				
dali	382.0	rett1240	‘lego-lego’			
dal buhi	383.0	rett1240				
ilgapia	384.0	rett1240				
alila	385.0	rett1240				
baliŋ	386.0	rett1240				
lapung	387.0	rett1240				
agagul	388.0	rett1240				
dutaʔ	389.0	rett1240				
ugapi	390.0	rett1240				
puruŋ	391.0	rett1240				
igir	392.0	rett1240				
osoŋ	393.0	rett1240	(as rubbing oil into hands)			
tuá	394.0	rett1240				
kaka	395.0	rett1240				
varaŋ	396.0	rett1240				
habá	397.0	rett1240				
	398.0	rett1240	E.g. to slap someone on the cheek; NOT to clap hands. 			
kikí	399.0	rett1240				
pataki	400.0	rett1240				
hava	401.0	rett1240				
gakahi	402.0	rett1240				
paw	403.0	rett1240				
tei	404.0	rett1240				
tota	406.0	rett1240				
(iladagal) gaʔuliŋ	407.0	rett1240	‘guard garden’			
godu	408.0	rett1240				
koli	409.0	rett1240				
genta mina	410.0	rett1240				
gatiari	411.0	rett1240				
gatieri	411.0	rett1240				
gola	413.0	rett1240				
álu	414.0	rett1240				
gapotuŋ	415.0	rett1240				
tutu	416.0	rett1240				
tiada	417.0	rett1240				
puni	419.0	rett1240				
páta	420.0	rett1240				
mamulal	421.0	rett1240				
uboga	422.0	rett1240				
ubuga	422.0	rett1240				
garumba	423.0	rett1240				
gatomba	423.0	rett1240				
jal gene	425.0	rett1240				
toku	426.0	rett1240	To crouch as on an Indonesian toilet, NOT: to kneel			
ʔolu	428.0	rett1240				
ɓiliŋ	429.0	rett1240				
gakuniŋ	430.0	rett1240				
ɓeli	431.0	rett1240				
aɓali	432.0	rett1240				
gaɓuniŋ	433.0	rett1240				
galiluŋ	434.0	rett1240				
utieli	435.0	rett1240				
mʊda	436.0	rett1240				
taɓuniŋ	437.0	rett1240				
napil	438.0	rett1240				
balikul	439.0	rett1240	NOT: lipat tikar			
muliŋ	440.0	rett1240				
lu	441.0	rett1240				
gatá	442.0	rett1240				
taa	444.0	rett1240				
godu	445.0	rett1240				
kalili	446.0	rett1240				
léko	447.0	rett1240				
geteŋ	448.0	rett1240				
taganaŋ	449.0	rett1240				
anu	450.0	rett1240				
alo	451.0	rett1240				
atoga	452.0	rett1240				
wuta	453.0	rett1240				
ɓuta	453.0	rett1240				
avehaŋ	454.0	rett1240				
talaun	455.0	rett1240				
bititoga	456.0	rett1240				
tulalo	457.0	rett1240				
tukanu	458.0	rett1240				
karanu	459.0	rett1240				
karanu valuŋ anu	460.0	rett1240				
karanu valuŋ alo	461.0	rett1240				
karanu valuŋ atoga	462.0	rett1240				
karalo	469.0	rett1240				
karalo valuŋ anu	470.0	rett1240				
karatoga	475.0	rett1240				
ratu anu	482.0	rett1240				
ratu anu karalo valuŋ atoga	483.0	rett1240				
ratu alo	484.0	rett1240				
ribu ano	485.0	rett1240				
data	487.0	rett1240	The kinship task also asks for this term			
data	488.0	rett1240	The kinship task also asks for this term			
godat kajo	489.0	rett1240	The kinship task also asks for this term			
	490.0	rett1240	The kinship task also asks for this term			
	491.0	rett1240	The kinship task also asks for this term			
	492.0	rett1240	The kinship task also asks for this term			
	493.0	rett1240	The kinship task also asks for this term			
	494.0	rett1240	The kinship task also asks for this term			
	495.0	rett1240	The kinship task also asks for this term			
	496.0	rett1240	The kinship task also asks for this term			
	497.0	rett1240	The kinship task also asks for this term			
	498.0	rett1240	The kinship task also asks for this term			
	499.0	rett1240	The kinship task also asks for this term			
	500.0	rett1240	The kinship task also asks for this term			
	501.0	rett1240	The kinship task also asks for this term			
	503.0	rett1240	There may be two types, a high one (for e.g. storage) and a lower one; if so, elicit both.			
	505.0	rett1240	The cultural features questionnaire also asks for this term.			
	506.0	rett1240	The cultural features questionnaire also asks for this term.			
	522.0	rett1240	Kata untuk seluru alat menenun. Tetapi di sini alat tenun tidak ada nama umum, dan masing-masing bagian ada namanya. (It is likely that there is no word referring to a loom as such,  only words referring to parts of it. If you can make a picture of a loom, you could try to elicit the words for the various parts. If this is not possible, just skip this.)			
	540.0	rett1240	E.g. perjanjian antara dua suku untuk tidak berperang			
	554.0	rett1240	Jika seseorang yg sudah menikah atau belum menikah berhubungan badan dengan orang yg bukan isteri/suaminya.			
tutuk val	587.0	rett1240				
búma	588.0	rett1240				
aliku	589.0	rett1240				
naveniŋ	590.0	rett1240				
balólu	591.0	rett1240				
taɓokaŋ	592.0	rett1240				
kipe	593.0	rett1240	Not: rumah sempit (crowded/small house), or pakaian sempit (clothes that are too tight).			
gatiari	598.0	rett1240				
gatieri	598.0	rett1240				
ayaakani	0.0	sawi1256				
wadi	1.0	sawi1256				
pileaka	2.0	sawi1256				
lawaala	3.0	sawi1256				
iduni	4.0	sawi1256				
wateeŋ	5.0	sawi1256				
sakapulo	13.0	sawi1256				
lapooŋ	14.0	sawi1256				
ɑjaa	15.0	sawi1256				
kɑdoorɑŋ	18.0	sawi1256	bunyinya			
mɪlaŋ	19.0	sawi1256	kilatan, cahaya			
sakapullo	21.0	sawi1256	kabut = fog, NOT embun = air yang menetes dari daun di pagi hari			
ilu	22.0	sawi1256				
iria-kawaali	25.0	sawi1256				
ataku-bubuŋ	26.0	sawi1256				
potta	26.0	sawi1256				
ataku	29.0	sawi1256				
wara	32.0	sawi1256				
	33.0	sawi1256	batu (rock) di pantai			
	34.0	sawi1256	karang (reef) di dasar laut			
iria	35.0	sawi1256				
tama	36.0	sawi1256				
adiisiŋ	39.0	sawi1256				
para	43.0	sawi1256				
luraŋ	45.0	sawi1256				
kaadaŋ	46.0	sawi1256				
	50.0	sawi1256	dibuat dari bambu untuk menangkap ikan yang ditinggal. NOT fish net or fish line.			
kape	51.0	sawi1256				
piida	52.0	sawi1256				
saapaada	52.0	sawi1256				
poŋala	53.0	sawi1256				
susure	54.0	sawi1256				
kine	61.0	sawi1256				
keekuri	62.0	sawi1256				
buusi	63.0	sawi1256				
laala	65.0	sawi1256				
paaki	65.0	sawi1256				
ada	67.0	sawi1256				
punaka	68.0	sawi1256				
abuy	70.0	sawi1256				
butiŋ	70.0	sawi1256				
	71.0	sawi1256	NOT 'debu' (dust, after you have been sweeping)			
ɪnɪŋɪ	75.0	sawi1256				
ikuyila	76.0	sawi1256				
araasiŋ	77.0	sawi1256				
yu	77.0	sawi1256				
mu	84.0	sawi1256				
yaka	86.0	sawi1256				
lakka	87.0	sawi1256				
	88.0	sawi1256	cabang pohon			
siripiŋ	91.0	sawi1256				
gisi	92.0	sawi1256				
inii	93.0	sawi1256				
arakees	96.0	sawi1256				
araka ma	98.0	sawi1256				
pu	102.0	sawi1256				
maasi	103.0	sawi1256				
pu paati	105.0	sawi1256				
kuku	106.0	sawi1256				
salu	106.0	sawi1256				
yaamu	106.0	sawi1256				
yaamu salu	107.0	sawi1256				
alaata	108.0	sawi1256				
patar	112.0	sawi1256				
wata	114.0	sawi1256				
maˑkɑ	121.0	sawi1256				
gaami	128.0	sawi1256	not 'breast'			
asiir	129.0	sawi1256				
dumu	130.0	sawi1256				
isi	131.0	sawi1256				
sara	132.0	sawi1256				
wii	136.0	sawi1256				
gikoomaŋ	138.0	sawi1256				
gidamara	139.0	sawi1256				
gitu	141.0	sawi1256				
ɑtʊ	142.0	sawi1256				
gapaŋ	144.0	sawi1256				
gatakka	145.0	sawi1256				
tɑkɑ	145.0	sawi1256				
gatakka lakka	146.0	sawi1256				
ganiiri	148.0	sawi1256				
gawa lakka	149.0	sawi1256				
gamiŋi	150.0	sawi1256				
gayiiri	151.0	sawi1256				
gapiini	153.0	sawi1256				
gawa	154.0	sawi1256				
galimpuru	155.0	sawi1256				
gamaŋ	156.0	sawi1256				
kaalɑ	157.0	sawi1256				
gataŋ	163.0	sawi1256				
gataŋ	164.0	sawi1256				
gataŋ kurisi	167.0	sawi1256				
gaami	168.0	sawi1256				
gikubiila	170.0	sawi1256				
	171.0	sawi1256	Kemaluan laki-laki. Often taboo. Be sensitive, explain: ini sehingga anggota tubuh semua  bisa dimasukkan dalam dalam kamus, itu saja, jangan marah bapak? If they still remain silent, skip.			
	172.0	sawi1256	Kemaluan perempuan, same as above.			
gikuli	174.0	sawi1256				
gikisi	175.0	sawi1256				
gataasuruku	178.0	sawi1256				
gamuwi	179.0	sawi1256				
gatiiŋ	179.0	sawi1256				
giyaka	182.0	sawi1256				
	188.0	sawi1256	Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.			
aniŋ	190.0	sawi1256	Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
aniŋkaaŋ	190.0	sawi1256	Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
gani	191.0	sawi1256	ŋ is velar nasal			
gamaddu	192.0	sawi1256				
imyaala	193.0	sawi1256				
imyaalara	193.0	sawi1256				
yaala	194.0	sawi1256				
yaalara	194.0	sawi1256				
ganaamu	195.0	sawi1256				
gayo	196.0	sawi1256	Not 'married woman'.			
giya	197.0	sawi1256				
gipa	198.0	sawi1256				
naana	199.0	sawi1256				
kaaku	200.0	sawi1256				
gamaddu	202.0	sawi1256				
	211.0	sawi1256	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').			
	225.0	sawi1256	General locative preposition, e.g. Ibu di mana? Saya di jalan. 			
kaaŋ	232.0	sawi1256				
	236.0	sawi1256	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 			
katu	238.0	sawi1256				
pi	239.0	sawi1256				
sɛ	240.0	sawi1256				
daru	241.0	sawi1256				
werpaak	245.0	sawi1256				
giwoora	249.0	sawi1256				
api	250.0	sawi1256				
waawa	254.0	sawi1256				
adala	259.0	sawi1256				
madi	262.0	sawi1256				
sipeali	264.0	sawi1256				
waala	266.0	sawi1256				
kispaak	267.0	sawi1256				
kaweeŋ	270.0	sawi1256				
inaaŋ	275.0	sawi1256				
waansa	281.0	sawi1256				
pike	282.0	sawi1256				
makiila	283.0	sawi1256				
tipea	284.0	sawi1256				
saaku	285.0	sawi1256				
pulara	286.0	sawi1256				
emala	288.0	sawi1256				
wiri	289.0	sawi1256	 @ is schwa			
kaaŋ	290.0	sawi1256	ɛ is low mid vowel			
yaati	291.0	sawi1256				
saaba	292.0	sawi1256				
tutiwo	292.0	sawi1256				
siira	293.0	sawi1256				
pareekaŋ	296.0	sawi1256				
aruko	297.0	sawi1256				
po:pɒrɔ	298.0	sawi1256	(not quite dry)			
kabaata	304.0	sawi1256				
manise	304.0	sawi1256				
dumu	305.0	sawi1256				
kuŋkulu	306.0	sawi1256				
iduni	307.0	sawi1256				
makaŋ	309.0	sawi1256				
madiiraŋ	311.0	sawi1256	Of spear (tombak) or machete (parang); if there are two different words, elicit both.			
paka	312.0	sawi1256				
tiyerra	313.0	sawi1256				
loor	315.0	sawi1256				
tiimu	315.0	sawi1256				
padaakara	316.0	sawi1256				
kaaŋ	318.0	sawi1256				
taapi	318.0	sawi1256				
itiina	320.0	sawi1256				
tamasa	321.0	sawi1256				
kalata	326.0	sawi1256				
tarisi	326.0	sawi1256				
akana	329.0	sawi1256	vowel followed by ~ is nasalised			
siila	330.0	sawi1256				
ike	331.0	sawi1256				
walaŋara	332.0	sawi1256				
walaŋara	333.0	sawi1256				
mareeka	334.0	sawi1256				
	335.0	sawi1256	There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
bola	339.0	sawi1256				
muko	340.0	sawi1256				
gamiilaŋ	341.0	sawi1256				
gadea	343.0	sawi1256				
mayiiŋ	344.0	sawi1256				
gamusa	345.0	sawi1256				
gawaawaŋ	346.0	sawi1256				
gite	347.0	sawi1256				
tiila	348.0	sawi1256				
tatuku	349.0	sawi1256				
gate	352.0	sawi1256				
gate	353.0	sawi1256				
gasire gamiti	354.0	sawi1256				
gapi gasire gamiti	355.0	sawi1256				
gawile	356.0	sawi1256				
gawile	357.0	sawi1256				
miti	358.0	sawi1256				
dooka	359.0	sawi1256				
loola	360.0	sawi1256				
gamuri	361.0	sawi1256				
se	363.0	sawi1256				
iriŋ	364.0	sawi1256				
taani	365.0	sawi1256				
	366.0	sawi1256	e.g. pohon yang dipotong.			
ligataani	367.0	sawi1256				
ganee	368.0	sawi1256				
ganee	369.0	sawi1256				
gapaati	369.0	sawi1256				
gapama	369.0	sawi1256				
maaŋ	370.0	sawi1256				
balasa	371.0	sawi1256				
saku	371.0	sawi1256				
sorra	372.0	sawi1256				
ganiiri keana	373.0	sawi1256				
gakiiŋ	374.0	sawi1256				
garammu	376.0	sawi1256				
garani	377.0	sawi1256				
saara	378.0	sawi1256				
me	379.0	sawi1256				
yara	380.0	sawi1256				
kiiri	381.0	sawi1256				
siika	382.0	sawi1256				
dara	383.0	sawi1256				
laata	385.0	sawi1256				
waka	385.0	sawi1256				
ganee	389.0	sawi1256				
gapulo	390.0	sawi1256				
liiwuŋ	390.0	sawi1256				
irumpakka (n)	391.0	sawi1256				
aroosa	393.0	sawi1256				
puso	393.0	sawi1256				
kapari	394.0	sawi1256				
suruku	394.0	sawi1256				
atuŋ	396.0	sawi1256				
gapunni	397.0	sawi1256				
woo	397.0	sawi1256				
	398.0	sawi1256	E.g. to slap someone on the cheek; NOT to clap hands. 			
gapaati	399.0	sawi1256				
sumo	400.0	sawi1256				
waaka	400.0	sawi1256				
kadali	402.0	sawi1256				
suwe	404.0	sawi1256				
takitaaka	406.0	sawi1256				
paka	408.0	sawi1256				
gapi garammu	410.0	sawi1256				
laawa	413.0	sawi1256				
tii	414.0	sawi1256				
wiikala	416.0	sawi1256				
gawunni	419.0	sawi1256				
taliŋ	420.0	sawi1256				
galaali	421.0	sawi1256				
gamiikaŋ	422.0	sawi1256				
gabooka	423.0	sawi1256				
saala	423.0	sawi1256				
gawaari	424.0	sawi1256				
	426.0	sawi1256	To crouch as on an Indonesian toilet, NOT: to kneel			
	439.0	sawi1256	NOT: lipat tikar			
taani	442.0	sawi1256				
wusi	442.0	sawi1256				
galiiki	449.0	sawi1256				
sundaŋ	450.0	sawi1256				
yaku	451.0	sawi1256				
tuo	452.0	sawi1256				
araasiiku	453.0	sawi1256				
yootiŋ	454.0	sawi1256				
yooyiŋsuno	455.0	sawi1256				
yootiŋyaku	456.0	sawi1256				
yootiŋtuo	457.0	sawi1256				
yotraasiiku	458.0	sawi1256				
adaaku	459.0	sawi1256				
adaaku-maraku	469.0	sawi1256				
asaka	482.0	sawi1256				
gitaama	487.0	sawi1256	The kinship task also asks for this term			
	488.0	sawi1256	The kinship task also asks for this term			
gataamu	489.0	sawi1256	The kinship task also asks for this term			
	490.0	sawi1256	The kinship task also asks for this term			
	491.0	sawi1256	The kinship task also asks for this term			
	492.0	sawi1256	The kinship task also asks for this term			
	493.0	sawi1256	The kinship task also asks for this term			
	494.0	sawi1256	The kinship task also asks for this term			
	495.0	sawi1256	The kinship task also asks for this term			
	496.0	sawi1256	The kinship task also asks for this term			
	497.0	sawi1256	The kinship task also asks for this term			
	498.0	sawi1256	The kinship task also asks for this term			
	499.0	sawi1256	The kinship task also asks for this term			
	500.0	sawi1256	The kinship task also asks for this term			
	501.0	sawi1256	The kinship task also asks for this term			
	503.0	sawi1256	There may be two types, a high one (for e.g. storage) and a lower one; if so, elicit both.			
	505.0	sawi1256	The cultural features questionnaire also asks for this term.			
	506.0	sawi1256	The cultural features questionnaire also asks for this term.			
	522.0	sawi1256	Kata untuk seluru alat menenun. Tetapi di sini alat tenun tidak ada nama umum, dan masing-masing bagian ada namanya. (It is likely that there is no word referring to a loom as such,  only words referring to parts of it. If you can make a picture of a loom, you could try to elicit the words for the various parts. If this is not possible, just skip this.)			
	540.0	sawi1256	E.g. perjanjian antara dua suku untuk tidak berperang			
	554.0	sawi1256	Jika seseorang yg sudah menikah atau belum menikah berhubungan badan dengan orang yg bukan isteri/suaminya.			
kikileawa	588.0	sawi1256				
lamu	590.0	sawi1256				
tukuda	592.0	sawi1256				
iwuto	593.0	sawi1256	Not: rumah sempit (crowded/small house), or pakaian sempit (clothes that are too tight).			
takaataŋ	593.0	sawi1256	Not: rumah sempit (crowded/small house), or pakaian sempit (clothes that are too tight).			
bulan	0.0	teiwamadar				
war get	1.0	teiwamadar				
wur	2.0	teiwamadar				
yif	3.0	teiwamadar				
iqa'an	4.0	teiwamadar				
war	5.0	teiwamadar				
bees	7.0	teiwamadar				
miyaag	8.0	teiwamadar				
gatraq	9.0	teiwamadar				
bas	10.0	teiwamadar				
ti'iraq	11.0	teiwamadar				
besbes	12.0	teiwamadar				
menaaf	13.0	teiwamadar				
qiau	14.0	teiwamadar	rebat 'heavy wind'			
rebat	14.0	teiwamadar	rebat 'heavy wind'			
xal	15.0	teiwamadar				
xar kirankiran	16.0	teiwamadar				
taf	17.0	teiwamadar				
idilan	18.0	teiwamadar	bunyinya			
kii	19.0	teiwamadar	kilatan, cahaya			
itoyan	20.0	teiwamadar				
manaaf	21.0	teiwamadar	kabut = fog, NOT embun = air yang menetes dari daun di pagi hari			
bo'oi	22.0	teiwamadar				
bənaaq	25.0	teiwamadar				
muug	26.0	teiwamadar				
hafan	28.0	teiwamadar				
moxo'	29.0	teiwamadar				
iid	30.0	teiwamadar	por 'island'			
por	30.0	teiwamadar	por 'island'			
ibaaq	31.0	teiwamadar				
war	32.0	teiwamadar				
qoqas	33.0	teiwamadar	batu (rock) di pantai			
tumu	34.0	teiwamadar	karang (reef) di dasar laut			
yir	35.0	teiwamadar				
ta'	36.0	teiwamadar				
boof	37.0	teiwamadar				
(ta') kaw	38.0	teiwamadar				
wut	39.0	teiwamadar				
hawan bi'in	40.0	teiwamadar	'flat place'			
ar wan	43.0	teiwamadar				
maxar	43.0	teiwamadar				
yitar	45.0	teiwamadar				
xai	46.0	teiwamadar				
kawil	49.0	teiwamadar				
ker	50.0	teiwamadar	dibuat dari bambu untuk menangkap ikan yang ditinggal. NOT fish net or fish line.			
tar	51.0	teiwamadar				
peed	52.0	teiwamadar				
bafal	53.0	teiwamadar				
qab	54.0	teiwamadar				
tukar	56.0	teiwamadar				
wutan	59.0	teiwamadar				
qafalat	60.0	teiwamadar				
si'ar	61.0	teiwamadar				
kir	62.0	teiwamadar				
bis	63.0	teiwamadar				
betí	64.0	teiwamadar				
inqas	65.0	teiwamadar				
xar	67.0	teiwamadar				
buun	68.0	teiwamadar				
di' bəraam	70.0	teiwamadar				
di'	71.0	teiwamadar	NOT 'debu' (dust, after you have been sweeping)			
bəlaqas	72.0	teiwamadar				
moxo' ii'	73.0	teiwamadar				
duluwar kriman	74.0	teiwamadar				
ees	75.0	teiwamadar				
ti'	76.0	teiwamadar				
yaf	77.0	teiwamadar				
paxan yaf	79.0	teiwamadar				
bala	80.0	teiwamadar	bala' 'sleeping place'			
deek	80.0	teiwamadar	bala' 'sleeping place'			
weeg	81.0	teiwamadar				
(yaf) waai	82.0	teiwamadar	(yaf) qul 'ridgepole'			
man	83.0	teiwamadar				
tei	84.0	teiwamadar				
tei bun	85.0	teiwamadar	tei bun 'cut wood'			
xar sis	85.0	teiwamadar	tei bun 'cut wood'			
tei kuwei	86.0	teiwamadar				
tei wa'	87.0	teiwamadar				
tei getingi	88.0	teiwamadar	cabang pohon			
liyag	90.0	teiwamadar				
hroq	91.0	teiwamadar				
ge yis	92.0	teiwamadar				
ge bag	93.0	teiwamadar				
raxrax	94.0	teiwamadar				
rax	96.0	teiwamadar				
qar kiil	97.0	teiwamadar				
qar	98.0	teiwamadar				
qar xasga	99.0	teiwamadar				
midan	100.0	teiwamadar				
itap	101.0	teiwamadar				
bui	102.0	teiwamadar				
meet	103.0	teiwamadar				
xor	104.0	teiwamadar				
bui si	105.0	teiwamadar				
bətangqar	106.0	teiwamadar				
tei qar	107.0	teiwamadar				
nei	108.0	teiwamadar				
naat	110.0	teiwamadar				
wux	111.0	teiwamadar				
batar	112.0	teiwamadar				
batar yib	113.0	teiwamadar				
wat	114.0	teiwamadar				
duwai	115.0	teiwamadar				
xaiqual	116.0	teiwamadar				
quud	118.0	teiwamadar				
pal	119.0	teiwamadar				
moxoi	121.0	teiwamadar				
wow	122.0	teiwamadar				
kasi	123.0	teiwamadar				
nak	124.0	teiwamadar				
kular	125.0	teiwamadar				
kaas	126.0	teiwamadar				
ta'an yir	127.0	teiwamadar				
ham	128.0	teiwamadar	not 'breast'			
yisar	129.0	teiwamadar				
tama'	130.0	teiwamadar				
kok	131.0	teiwamadar				
kir	132.0	teiwamadar				
ga'an pa'as	133.0	teiwamadar				
hasir	134.0	teiwamadar				
get qar	135.0	teiwamadar				
wei	136.0	teiwamadar				
gom	138.0	teiwamadar				
guuk	139.0	teiwamadar				
pəlat	140.0	teiwamadar				
gruxui kriman	141.0	teiwamadar				
gaxai	143.0	teiwamadar				
gato'	144.0	teiwamadar				
go'onqul	145.0	teiwamadar				
go'on wa'	146.0	teiwamadar				
mud	147.0	teiwamadar				
tet baag	148.0	teiwamadar				
guwar wa'	149.0	teiwamadar				
gəfimbui	150.0	teiwamadar				
gaa'	151.0	teiwamadar				
gaaw	152.0	teiwamadar				
ger tuban	153.0	teiwamadar				
gusan	154.0	teiwamadar				
gelivi	155.0	teiwamadar				
gəməgoqai	156.0	teiwamadar				
gədiya'	157.0	teiwamadar				
gətan	163.0	teiwamadar				
tətang gom	165.0	teiwamadar				
gətang qi	166.0	teiwamadar				
gətang quxas	167.0	teiwamadar				
gəxam	168.0	teiwamadar				
gor to'oi	170.0	teiwamadar				
	171.0	teiwamadar	Kemaluan laki-laki. Often taboo. Be sensitive, explain: ini sehingga anggota tubuh semua  bisa dimasukkan dalam dalam kamus, itu saja, jangan marah bapak? If they still remain silent, skip.			
	172.0	teiwamadar	Kemaluan perempuan, same as above.			
gəfat	174.0	teiwamadar				
bai gəfin	176.0	teiwamadar				
gəfat gom	177.0	teiwamadar				
gəfat kuu	178.0	teiwamadar				
gor paxas	180.0	teiwamadar	gor paxas 'spine, waist?'			
gor paxas	181.0	teiwamadar	gor paxas 'spine, waist?'			
kuwei	182.0	teiwamadar				
jifat	183.0	teiwamadar				
saxai	184.0	teiwamadar				
gaal	186.0	teiwamadar				
kamudi	187.0	teiwamadar				
	188.0	teiwamadar	Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.			
qur kal	189.0	teiwamadar				
uyaq	190.0	teiwamadar	Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
yid	191.0	teiwamadar				
goqai	192.0	teiwamadar				
masar	193.0	teiwamadar				
eqar	194.0	teiwamadar				
gəmisi	195.0	teiwamadar				
gemaq	196.0	teiwamadar	Not 'married woman'.			
gaxala'	197.0	teiwamadar				
goma	198.0	teiwamadar				
gəmutu	199.0	teiwamadar				
gə'ik	200.0	teiwamadar				
go'oy	201.0	teiwamadar				
uy gusoygusoy waal	202.0	teiwamadar				
	211.0	teiwamadar	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').			
	225.0	teiwamadar	General locative preposition, e.g. Ibu di mana? Saya di jalan. 			
dexer	231.0	teiwamadar				
yidan	232.0	teiwamadar				
	236.0	teiwamadar	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 			
dimas	237.0	teiwamadar				
yifar	238.0	teiwamadar				
bai	239.0	teiwamadar				
saxa	240.0	teiwamadar				
dur	241.0	teiwamadar				
takok	242.0	teiwamadar				
xraw	243.0	teiwamadar				
ruus	244.0	teiwamadar				
mədi	246.0	teiwamadar				
goor	249.0	teiwamadar				
xaf	250.0	teiwamadar				
sifar	251.0	teiwamadar				
isaperan	252.0	teiwamadar				
bai xaf	253.0	teiwamadar	(lit., 'big fish')			
baxai	254.0	teiwamadar				
xaris	255.0	teiwamadar				
yir qua'	257.0	teiwamadar				
dei	259.0	teiwamadar				
getar	260.0	teiwamadar				
krabas	261.0	teiwamadar				
mud	262.0	teiwamadar				
gedexun	263.0	teiwamadar				
daam	264.0	teiwamadar				
par	265.0	teiwamadar				
gətov	266.0	teiwamadar				
otar	267.0	teiwamadar				
waxa	268.0	teiwamadar				
ufar	269.0	teiwamadar				
qi'in	270.0	teiwamadar				
tarexen	271.0	teiwamadar				
ow	272.0	teiwamadar				
muur	273.0	teiwamadar				
bangkop ?	274.0	teiwamadar	(bangkop??)			
bangkow	274.0	teiwamadar	(bangkop??)			
qu'aan	275.0	teiwamadar				
xarin	276.0	teiwamadar				
xat	278.0	teiwamadar				
o'	279.0	teiwamadar				
may	280.0	teiwamadar				
waad	281.0	teiwamadar				
sam	282.0	teiwamadar				
ana'	283.0	teiwamadar				
wudesin	284.0	teiwamadar				
keri	285.0	teiwamadar	'old man'			
boog	286.0	teiwamadar				
gaxduk	287.0	teiwamadar				
og	288.0	teiwamadar				
qi'aw	289.0	teiwamadar				
qaw	290.0	teiwamadar				
yaas	291.0	teiwamadar				
wal	292.0	teiwamadar				
kalo'	296.0	teiwamadar				
siis	297.0	teiwamadar				
mawudan	298.0	teiwamadar				
tuk	302.0	teiwamadar				
taxal	303.0	teiwamadar				
kirá	304.0	teiwamadar				
tu'um	305.0	teiwamadar				
opal	306.0	teiwamadar				
qa'an	307.0	teiwamadar				
blaqas	309.0	teiwamadar				
musuay	310.0	teiwamadar				
maxan	311.0	teiwamadar	Of spear (tombak) or machete (parang); if there are two different words, elicit both.			
pulu	312.0	teiwamadar				
suxur	313.0	teiwamadar				
wul	314.0	teiwamadar				
xona'	315.0	teiwamadar				
təlaag	316.0	teiwamadar				
quun	318.0	teiwamadar				
gəsay	319.0	teiwamadar				
muban	320.0	teiwamadar				
muun	321.0	teiwamadar				
maxa'	322.0	teiwamadar				
wub	323.0	teiwamadar				
hawan	326.0	teiwamadar				
sordax	327.0	teiwamadar	'slippery'			
sakar	328.0	teiwamadar				
qa'an	329.0	teiwamadar				
miyaq	330.0	teiwamadar				
ajogar	332.0	teiwamadar				
baxari	334.0	teiwamadar				
i'	335.0	teiwamadar	There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
arar	336.0	teiwamadar				
nom siis	337.0	teiwamadar				
nan tiyaq	338.0	teiwamadar				
get yaas	339.0	teiwamadar				
guwar qulus	340.0	teiwamadar				
arar	341.0	teiwamadar				
om kəlexel	342.0	teiwamadar				
bəli	343.0	teiwamadar				
wuraq	344.0	teiwamadar				
gaxmin	345.0	teiwamadar				
wago wan hom mai	346.0	teiwamadar				
